,regional_mobility,is_high_user,avg_consume_less_12_valid_month,reg_preference_for_trad,status,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,repayment_capability,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,first_transaction_day_re,active_day
2390,4.0,0,6.0,0.0,0,0.0,0.93,2600.0,0.11,0.41,0.377,16.0,12.0,12.0,22570.0,29.0,254900.0,174.0,0.25,44090.0,7020.0,0.1,1630.0,0.5,12.0,12.0,12.0,12.0,0.0,0.0,5.0,5.0,3.0,5060.0,4.0,0.0,1250.0,37360.0,0.0,82.0,642.0,82.0,3.0,3.0,0.0,4.0,0.0,3.0,4.0,609.0,73.0,24.0,21.0,0.0,8.0,3.0,5.0,0.0,0.0,7.0,46.0,7.0,0.0,0.0,358.0,3000.0,70.0,5.0,5.0,4600.0,1840.0,20700.0,73.0,3.0,3.0,24000.0,15600.0,32.0,2181.0,32.0
2391,3.0,0,8.0,1.0,0,0.06,0.94,0.0,0.56,0.52,0.45799999999999996,17.0,16.0,9.0,900.0,22.0,118020.0,215.0,0.3,35520.0,5350.0,0.05,660.0,0.65,6.0,8.0,6.0,8.0,0.0,3.0,4.0,4.0,14941.0,3030.0,4.0,0.0,160.0,13150.0,0.0,82.0,562.0,75.0,8.0,2.0,3.0,8.0,2.0,3.0,4.0,471.0,80.0,38.0,28.0,8.0,12.0,5.0,7.0,1.0,1.0,14.0,71.0,43.0,1.0,9.0,349.0,1700.0,76.0,7.0,7.0,2200.0,1357.0,2900.0,82.0,5.0,6.0,7200.0,3360.0,12.0,1342.0,12.0
2392,4.0,0,10.0,4.0,0,0.2,0.35,0.0,0.24,0.86,0.488,18.0,47.0,20.0,23280.0,37.0,39810.0,259.0,0.4,6230.0,36400.0,0.05,460.0,0.65,25.0,47.0,25.0,47.0,0.0,2.0,6.0,6.0,173.0,1920.0,15.0,0.0,0.0,0.0,0.0,82.0,594.0,77.0,39.0,16.0,12.0,58.0,22.0,39.0,50.0,561.0,73.0,86.0,81.0,2.0,26.0,8.0,18.0,6.0,18.0,47.0,95.0,15.0,7.0,0.0,351.0,2100.0,72.0,18.0,20.0,4900.0,1761.0,6100.0,76.0,8.0,9.0,13800.0,5412.0,9.0,1373.0,3.0
2393,2.0,0,6.0,1.0,0,0.03,0.97,500.0,0.7,1.0,0.355,16.0,29.0,22.0,13850.0,15.0,166530.0,134.0,0.45,33400.0,3810.0,0.1,1130.0,0.5,6.0,15.0,6.0,15.0,0.0,2.0,4.0,4.0,65559.0,1140.0,8.0,0.0,0.0,9250.0,0.0,85.0,677.0,79.0,14.0,8.0,2.0,15.0,6.0,10.0,12.0,657.0,74.0,34.0,32.0,0.0,11.0,1.0,10.0,1.0,2.0,10.0,32.0,7.0,1.0,1.0,347.0,2000.0,74.0,10.0,10.0,3100.0,1780.0,6600.0,74.0,1.0,1.0,6600.0,6600.0,12.0,519.0,11.0
2394,4.0,0,7.0,0.0,0,0.01,1.0,400.0,0.52,1.0,0.305,20.0,32.0,31.0,12710.0,21.0,156220.0,131.0,0.85,3260.0,5240.0,1.0,1060.0,0.55,0.0,32.0,0.0,32.0,0.0,4.0,12.0,12.0,0.0,200.0,15.0,0.0,0.0,4620.0,0.0,84.0,550.0,81.0,8.0,5.0,2.0,11.0,0.0,0.0,1.0,494.0,74.0,49.0,30.0,7.0,18.0,2.0,16.0,0.0,3.0,8.0,33.0,64.0,0.0,0.0,354.0,2000.0,73.0,16.0,17.0,4300.0,1987.0,1300.0,81.0,2.0,2.0,2100.0,1550.0,159.0,701.0,43.0
2395,3.0,0,7.0,0.0,1,0.05,0.95,400.0,0.24,1.0,0.716,26.0,11.0,7.0,9670.0,18.0,305060.0,304.0,0.2,55480.0,11280.0,0.05,700.0,0.65,7.0,8.0,7.0,8.0,1.0,4.0,8.0,8.0,23.0,4950.0,8.0,0.0,840.0,26560.0,0.0,83.0,508.0,77.0,26.0,13.0,8.0,31.0,7.0,10.0,21.0,450.0,76.0,97.0,70.0,13.0,34.0,13.0,21.0,5.0,14.0,53.0,128.0,78.0,1.0,19.0,360.0,2100.0,74.0,21.0,22.0,3800.0,1685.0,4400.0,78.0,13.0,15.0,14400.0,4746.0,10.0,586.0,1.0
2396,1.0,0,6.0,1.0,0,0.02,0.99,1900.0,3.46,1.0,0.138,12.0,41.0,30.0,10520.0,14.0,31720.0,57.0,0.75,2620.0,460.0,1.0,1090.0,0.5,0.0,35.0,0.0,35.0,0.0,0.0,1.0,1.0,0.0,530.0,2.0,0.0,0.0,4620.0,0.0,84.0,536.0,69.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,491.0,77.0,17.0,13.0,2.0,8.0,3.0,5.0,0.0,0.0,3.0,18.0,19.0,0.0,0.0,341.0,2300.0,75.0,5.0,5.0,2900.0,1880.0,4900.0,81.0,3.0,3.0,8400.0,4733.0,27.0,462.0,27.0
2397,4.0,0,8.0,0.0,1,0.01,0.74,5000.0,1.04,0.8,0.363,18.0,27.0,23.0,7710.0,32.0,206810.0,189.0,0.45,27440.0,2130.0,0.15,1210.0,0.65,5.0,13.0,5.0,13.0,1.0,3.0,3.0,3.0,103.0,930.0,4.0,0.0,230.0,23190.0,0.0,82.0,545.0,71.0,10.0,3.0,3.0,15.0,6.0,10.0,14.0,487.0,75.0,37.0,29.0,1.0,13.0,8.0,5.0,2.0,7.0,22.0,77.0,28.0,1.0,5.0,322.0,2600.0,73.0,5.0,5.0,3100.0,2300.0,11000.0,75.0,8.0,10.0,20400.0,7500.0,10.0,1270.0,10.0
2398,4.0,0,7.0,1.0,0,0.0,0.79,12000.0,1.54,0.49,0.183,14.0,20.0,31.0,9250.0,42.0,113960.0,136.0,0.5,23520.0,620.0,0.2,1700.0,0.55,1.0,20.0,1.0,23.0,0.0,0.0,3.0,3.0,50.0,1080.0,3.0,0.0,2040.0,8810.0,0.0,84.0,556.0,74.0,5.0,2.0,2.0,6.0,2.0,4.0,4.0,501.0,77.0,46.0,40.0,2.0,12.0,8.0,4.0,2.0,6.0,23.0,50.0,17.0,2.0,0.0,345.0,1800.0,74.0,4.0,4.0,2600.0,1775.0,25000.0,78.0,8.0,8.0,51000.0,22162.0,24.0,2656.0,22.0
2399,3.0,0,6.0,0.0,1,0.07,0.93,100.0,0.94,0.47,0.47200000000000003,19.0,31.0,13.0,1600.0,26.0,172250.0,273.0,0.35,26110.0,570.0,0.1,500.0,0.7,4.0,31.0,4.0,31.0,4.0,5.0,5.0,6.0,352.0,4680.0,8.0,0.0,700.0,1830.0,0.0,82.0,517.0,76.0,9.0,4.0,1.0,12.0,1.0,4.0,4.0,481.0,75.0,15.0,11.0,3.0,7.0,4.0,3.0,0.0,1.0,4.0,21.0,39.0,0.0,5.0,360.0,1400.0,74.0,3.0,3.0,1500.0,1266.0,3500.0,76.0,4.0,5.0,7800.0,3450.0,17.0,1733.0,17.0
2400,2.0,0,3.0,0.0,0,0.01,0.81,0.0,0.5,0.62,0.342,14.0,10.0,16.0,21200.0,10.0,167780.0,78.0,0.2,86860.0,5000.0,0.15,1770.0,0.4,10.0,10.0,10.0,10.0,0.0,2.0,4.0,4.0,53.0,3390.0,7.0,0.0,0.0,9230.0,0.0,82.0,545.0,72.0,12.0,7.0,4.0,16.0,0.0,6.0,13.0,504.0,74.0,31.0,25.0,2.0,11.0,9.0,2.0,1.0,1.0,13.0,33.0,20.0,1.0,0.0,246.0,1800.0,58.0,2.0,3.0,2700.0,2150.0,23200.0,78.0,9.0,10.0,67800.0,20444.0,41.0,531.0,25.0
2401,2.0,0,6.0,0.0,0,0.01,0.99,2500.0,1.16,1.0,0.294,19.0,20.0,15.0,15610.0,16.0,144670.0,113.0,0.9,26170.0,3000.0,1.0,1520.0,0.45,13.0,19.0,0.0,20.0,0.0,1.0,5.0,10.0,0.0,180.0,3.0,0.0,0.0,10940.0,0.0,82.0,619.0,74.0,10.0,6.0,4.0,13.0,5.0,9.0,12.0,590.0,77.0,19.0,18.0,1.0,6.0,0.0,6.0,0.0,0.0,10.0,18.0,5.0,0.0,0.0,358.0,3200.0,77.0,6.0,6.0,4400.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,524.0,28.0
2402,3.0,0,4.0,1.0,0,0.0,1.0,0.0,0.33,0.96,0.369,17.0,35.0,13.0,2090.0,25.0,60490.0,190.0,1.0,6720.0,14370.0,1.0,2180.0,0.35,0.0,35.0,0.0,35.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,12430.0,1.0,82.0,608.0,71.0,5.0,0.0,4.0,6.0,2.0,4.0,4.0,588.0,74.0,7.0,6.0,0.0,6.0,1.0,5.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,349.0,1700.0,73.0,5.0,6.0,2800.0,1480.0,8400.0,78.0,1.0,1.0,8400.0,8400.0,24.0,828.0,24.0
2403,3.0,0,6.0,1.0,0,0.0,0.95,10000.0,0.0,0.54,0.616,24.0,12.0,12.0,13560.0,21.0,485190.0,235.0,0.25,55090.0,28830.0,0.1,1460.0,0.45,10.0,12.0,10.0,12.0,0.0,1.0,5.0,5.0,445677.0,2690.0,8.0,0.0,1910.0,40360.0,0.0,82.0,595.0,74.0,45.0,24.0,14.0,77.0,28.0,55.0,57.0,564.0,75.0,62.0,62.0,1.0,23.0,7.0,16.0,3.0,5.0,16.0,83.0,5.0,3.0,1.0,355.0,2200.0,75.0,16.0,17.0,3500.0,2106.0,11000.0,74.0,7.0,7.0,19200.0,10928.0,5.0,1243.0,5.0
2404,3.0,0,6.0,0.0,0,0.02,0.98,0.0,0.57,0.82,0.35200000000000004,13.0,13.0,13.0,5750.0,14.0,151060.0,131.0,0.35,31570.0,260.0,0.05,920.0,0.55,10.0,13.0,10.0,13.0,0.0,1.0,2.0,2.0,95401.0,1540.0,4.0,0.0,520.0,1610.0,0.0,82.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,14.0,579.0,10.0
2405,2.0,0,6.0,1.0,0,0.06,0.94,0.0,0.74,1.0,0.213,13.0,22.0,18.0,12240.0,10.0,49720.0,64.0,0.5,10470.0,1660.0,0.4,620.0,0.65,18.0,18.0,18.0,18.0,0.0,1.0,1.0,1.0,0.0,1530.0,4.0,0.0,110.0,4630.0,0.0,86.0,648.0,73.0,11.0,3.0,7.0,18.0,0.0,1.0,9.0,616.0,72.0,10.0,10.0,0.0,8.0,4.0,4.0,1.0,1.0,8.0,11.0,1.0,1.0,0.0,334.0,1000.0,69.0,4.0,4.0,1200.0,950.0,4600.0,73.0,4.0,4.0,8400.0,4200.0,61.0,346.0,1.0
2406,2.0,0,7.0,0.0,0,0.03,0.97,300.0,1.05,0.96,0.55,21.0,9.0,12.0,11060.0,22.0,256110.0,246.0,0.35,30620.0,4260.0,0.05,970.0,0.55,5.0,9.0,5.0,12.0,1.0,4.0,12.0,12.0,1265.0,1560.0,4.0,0.0,1490.0,9680.0,0.0,82.0,530.0,77.0,16.0,8.0,7.0,27.0,2.0,4.0,18.0,492.0,77.0,46.0,36.0,4.0,18.0,8.0,10.0,0.0,1.0,18.0,58.0,50.0,0.0,1.0,358.0,1700.0,76.0,10.0,11.0,2800.0,1470.0,6900.0,79.0,8.0,10.0,14400.0,7112.0,10.0,756.0,10.0
2407,2.0,0,6.0,0.0,0,0.01,0.99,100.0,0.71,1.0,0.272,15.0,29.0,12.0,11750.0,11.0,73040.0,90.0,0.4,21200.0,1280.0,0.2,1140.0,0.5,8.0,13.0,8.0,13.0,0.0,1.0,1.0,1.0,0.0,1120.0,2.0,0.0,1220.0,9520.0,0.0,92.0,676.0,77.0,11.0,5.0,3.0,15.0,2.0,6.0,6.0,658.0,72.0,23.0,23.0,0.0,7.0,1.0,6.0,1.0,1.0,7.0,23.0,2.0,1.0,1.0,321.0,2000.0,71.0,6.0,7.0,2200.0,1600.0,6000.0,78.0,1.0,1.0,6000.0,6000.0,3.0,374.0,3.0
2408,3.0,0,7.0,0.0,0,0.03,0.97,400.0,1.11,0.79,0.363,14.0,12.0,11.0,11620.0,66.0,167350.0,414.0,0.15,43300.0,3340.0,0.05,740.0,0.65,6.0,8.0,6.0,10.0,5.0,1.0,1.0,1.0,2.0,3810.0,6.0,0.0,470.0,2850.0,0.0,82.0,658.0,77.0,7.0,3.0,3.0,8.0,0.0,1.0,5.0,626.0,81.0,14.0,14.0,0.0,8.0,5.0,3.0,2.0,2.0,8.0,25.0,0.0,5.0,0.0,283.0,1000.0,84.0,3.0,3.0,1100.0,866.0,2700.0,79.0,5.0,6.0,6000.0,2560.0,45.0,2618.0,13.0
2409,1.0,0,5.0,0.0,1,0.23,0.77,800.0,0.37,1.0,0.45,25.0,20.0,20.0,6800.0,16.0,93730.0,188.0,0.3,22960.0,7510.0,0.05,380.0,0.8,7.0,8.0,7.0,10.0,1.0,0.0,12.0,12.0,81.0,2190.0,15.0,0.0,2110.0,6630.0,0.0,82.0,612.0,80.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,593.0,73.0,6.0,6.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,55.0,6.0,0.0,0.0,276.0,500.0,70.0,1.0,1.0,500.0,500.0,6600.0,70.0,3.0,3.0,10800.0,7533.0,27.0,529.0,27.0
2410,3.0,1,5.0,1.0,0,0.02,0.82,10000.0,0.53,0.86,0.405,18.0,31.0,24.0,13280.0,25.0,127040.0,168.0,0.25,45010.0,7200.0,0.05,850.0,0.6,5.0,6.0,6.0,12.0,1.0,2.0,4.0,4.0,33.0,2260.0,4.0,0.0,3770.0,25920.0,0.0,82.0,589.0,78.0,6.0,3.0,3.0,9.0,0.0,3.0,3.0,545.0,69.0,41.0,35.0,1.0,12.0,6.0,6.0,1.0,2.0,20.0,44.0,27.0,1.0,0.0,347.0,1900.0,63.0,6.0,7.0,2700.0,1516.0,7900.0,82.0,6.0,7.0,15600.0,9100.0,31.0,932.0,18.0
2411,3.0,0,7.0,0.0,0,0.05,0.95,1700.0,0.41,0.92,0.408,18.0,32.0,25.0,5580.0,22.0,115450.0,167.0,0.95,14640.0,2890.0,1.0,1260.0,0.45,0.0,32.0,0.0,32.0,0.0,0.0,9.0,9.0,0.0,110.0,3.0,0.0,0.0,19720.0,0.0,90.0,548.0,77.0,16.0,8.0,5.0,20.0,6.0,10.0,13.0,510.0,76.0,44.0,37.0,3.0,21.0,9.0,12.0,2.0,7.0,22.0,45.0,20.0,2.0,0.0,357.0,2300.0,74.0,12.0,13.0,3500.0,1716.0,4700.0,79.0,9.0,10.0,13800.0,3711.0,6.0,767.0,6.0
2412,3.0,0,5.0,0.0,0,0.02,0.98,300.0,5.1,0.61,0.272,18.0,28.0,24.0,8100.0,20.0,75920.0,110.0,0.75,7210.0,250.0,0.65,920.0,0.55,4.0,24.0,4.0,24.0,0.0,1.0,1.0,3.0,0.0,380.0,3.0,0.0,0.0,1580.0,0.0,97.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,14.0,1045.0,10.0
2413,4.0,0,6.0,0.0,0,0.01,0.94,0.0,0.01,0.5,0.313,21.0,18.0,23.0,22320.0,21.0,147960.0,128.0,0.1,51700.0,2230.0,0.05,940.0,0.55,3.0,8.0,3.0,8.0,1.0,1.0,4.0,4.0,4.0,7140.0,4.0,0.0,7090.0,25190.0,0.0,82.0,534.0,70.0,12.0,8.0,3.0,14.0,7.0,7.0,9.0,504.0,80.0,14.0,11.0,1.0,9.0,6.0,3.0,1.0,2.0,8.0,23.0,10.0,1.0,0.0,332.0,1200.0,81.0,3.0,4.0,1900.0,1166.0,5800.0,76.0,6.0,6.0,9600.0,5016.0,1.0,1339.0,1.0
2414,2.0,0,7.0,1.0,1,0.01,0.58,0.0,0.79,1.0,0.21100000000000002,11.0,33.0,30.0,17970.0,9.0,70280.0,57.0,0.6,4790.0,1030.0,0.65,1210.0,0.5,0.0,33.0,0.0,33.0,1.0,0.0,4.0,4.0,0.0,1350.0,7.0,0.0,380.0,41520.0,0.0,96.0,535.0,75.0,9.0,1.0,4.0,10.0,5.0,6.0,6.0,484.0,77.0,15.0,9.0,5.0,6.0,2.0,4.0,0.0,1.0,3.0,9.0,11.0,0.0,1.0,293.0,2100.0,74.0,4.0,4.0,2600.0,1550.0,18400.0,85.0,2.0,2.0,23400.0,15900.0,11.0,335.0,11.0
2415,1.0,0,7.0,0.0,1,0.02,0.98,0.0,1.37,1.0,0.297,16.0,52.0,27.0,12850.0,13.0,84890.0,108.0,0.35,18500.0,2460.0,0.2,850.0,0.6,6.0,48.0,6.0,48.0,0.0,0.0,2.0,2.0,504846.0,1000.0,8.0,0.0,0.0,6960.0,0.0,84.0,621.0,73.0,15.0,5.0,7.0,17.0,5.0,8.0,10.0,593.0,74.0,15.0,15.0,0.0,7.0,1.0,6.0,0.0,1.0,11.0,37.0,1.0,0.0,0.0,337.0,1500.0,72.0,6.0,6.0,2400.0,1466.0,7200.0,78.0,1.0,1.0,7200.0,7200.0,23.0,443.0,23.0
2416,4.0,0,6.0,0.0,0,0.01,0.99,3000.0,0.45,0.5,0.305,18.0,30.0,29.0,12360.0,43.0,108320.0,188.0,0.25,33030.0,1470.0,0.1,960.0,0.55,6.0,10.0,6.0,10.0,1.0,0.0,2.0,4.0,109690.0,2890.0,3.0,0.0,3340.0,9790.0,0.0,83.0,655.0,80.0,6.0,5.0,1.0,11.0,3.0,8.0,10.0,621.0,77.0,23.0,23.0,0.0,10.0,7.0,3.0,0.0,1.0,7.0,35.0,2.0,0.0,0.0,333.0,1900.0,75.0,3.0,3.0,2600.0,1633.0,10100.0,80.0,7.0,8.0,20400.0,5385.0,29.0,2681.0,29.0
2417,1.0,0,6.0,1.0,0,0.03,0.97,2500.0,10.36,0.83,0.183,16.0,85.0,83.0,6450.0,10.0,30700.0,55.0,0.35,17460.0,140.0,0.1,730.0,0.5,6.0,24.0,8.0,24.0,0.0,0.0,2.0,2.0,1306008.0,1890.0,2.0,0.0,0.0,1220.0,0.0,82.0,530.0,72.0,11.0,7.0,4.0,15.0,3.0,5.0,12.0,496.0,81.0,6.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,231.0,1400.0,72.0,1.0,1.0,1400.0,1400.0,6100.0,81.0,4.0,4.0,8400.0,5100.0,5.0,407.0,5.0
2418,2.0,0,7.0,0.0,0,0.03,0.97,0.0,0.26,0.45,0.18100000000000002,18.0,54.0,40.0,7690.0,14.0,38860.0,66.0,1.0,6590.0,1140.0,1.0,760.0,0.6,0.0,54.0,0.0,54.0,0.0,0.0,4.0,6.0,0.0,0.0,9.0,0.0,0.0,70.0,0.0,138.0,534.0,93.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,493.0,73.0,13.0,7.0,4.0,6.0,3.0,3.0,0.0,1.0,4.0,9.0,25.0,0.0,0.0,350.0,1400.0,73.0,3.0,3.0,2000.0,1266.0,1600.0,76.0,3.0,3.0,4500.0,2233.0,350.0,1031.0,63.0
2419,3.0,0,5.0,0.0,0,0.0,0.89,2300.0,6.95,0.78,0.622,18.0,15.0,9.0,35690.0,25.0,506930.0,339.0,0.45,47000.0,6810.0,0.4,1530.0,0.45,8.0,15.0,8.0,24.0,0.0,1.0,5.0,5.0,0.0,1350.0,4.0,0.0,0.0,4310.0,0.0,82.0,543.0,81.0,11.0,8.0,3.0,15.0,2.0,6.0,14.0,503.0,75.0,76.0,70.0,6.0,23.0,10.0,13.0,1.0,3.0,21.0,86.0,37.0,1.0,1.0,357.0,2800.0,73.0,13.0,14.0,4800.0,2430.0,16700.0,79.0,10.0,12.0,39000.0,13620.0,22.0,1031.0,10.0
2420,1.0,0,6.0,0.0,0,0.0,1.0,100.0,1.12,0.65,0.154,14.0,16.0,66.0,12160.0,17.0,56910.0,69.0,1.0,0.0,2420.0,1.0,1130.0,0.5,0.0,13.0,0.0,13.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,0.0,8130.0,0.0,103.0,532.0,62.0,5.0,1.0,1.0,6.0,3.0,4.0,6.0,491.0,77.0,15.0,9.0,5.0,8.0,3.0,5.0,0.0,0.0,5.0,14.0,15.0,0.0,0.0,318.0,1200.0,72.0,5.0,5.0,2300.0,1160.0,3000.0,80.0,3.0,4.0,4800.0,3000.0,23.0,850.0,23.0
2421,2.0,0,6.0,0.0,1,0.02,0.98,0.0,0.83,0.88,0.177,14.0,37.0,24.0,10200.0,23.0,54160.0,100.0,0.55,12500.0,910.0,0.3,1040.0,0.55,13.0,20.0,13.0,20.0,0.0,3.0,4.0,4.0,0.0,880.0,3.0,0.0,490.0,14840.0,0.0,84.0,639.0,80.0,6.0,3.0,3.0,9.0,4.0,4.0,8.0,618.0,77.0,24.0,19.0,0.0,7.0,3.0,4.0,0.0,2.0,11.0,25.0,17.0,0.0,1.0,343.0,1000.0,76.0,4.0,5.0,3300.0,1425.0,11600.0,77.0,3.0,3.0,24000.0,13600.0,18.0,854.0,18.0
2422,2.0,0,6.0,0.0,1,0.02,0.89,4000.0,0.72,0.64,0.6629999999999999,20.0,23.0,19.0,21120.0,25.0,646440.0,300.0,0.2,78660.0,21610.0,0.05,1070.0,0.5,10.0,23.0,10.0,23.0,2.0,6.0,24.0,24.0,1065.0,8450.0,24.0,0.0,1520.0,15940.0,0.0,82.0,539.0,74.0,18.0,10.0,8.0,21.0,0.0,1.0,6.0,479.0,76.0,101.0,83.0,17.0,28.0,10.0,18.0,0.0,0.0,25.0,94.0,72.0,0.0,0.0,353.0,2300.0,76.0,18.0,19.0,5200.0,2155.0,12700.0,78.0,10.0,10.0,19200.0,5240.0,87.0,1235.0,87.0
2423,3.0,0,7.0,1.0,1,0.08,0.92,3900.0,2.9,1.0,0.42200000000000004,22.0,18.0,12.0,13610.0,19.0,144950.0,183.0,0.3,44340.0,5610.0,0.05,660.0,0.65,10.0,14.0,10.0,14.0,7.0,2.0,12.0,12.0,332.0,2810.0,12.0,0.0,0.0,17660.0,0.0,83.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,14.0,613.0,10.0
2424,3.0,0,6.0,0.0,0,0.0,0.85,1000.0,0.89,0.92,0.922,33.0,7.0,6.0,217070.0,49.0,4008300.0,594.0,0.05,948610.0,73750.0,0.05,1760.0,0.4,2.0,3.0,2.0,3.0,30.0,8.0,12.0,12.0,3.0,22560.0,18.0,0.0,5470.0,99230.0,0.0,82.0,501.0,78.0,18.0,10.0,6.0,26.0,3.0,12.0,19.0,469.0,74.0,133.0,124.0,4.0,37.0,7.0,30.0,4.0,5.0,48.0,154.0,35.0,2.0,3.0,359.0,2500.0,73.0,30.0,32.0,6000.0,1876.0,17800.0,78.0,7.0,8.0,36000.0,15814.0,15.0,1670.0,6.0
2425,4.0,0,11.0,0.0,1,0.02,0.81,9000.0,0.58,1.0,0.358,10.0,39.0,33.0,32650.0,13.0,13960.0,131.0,1.0,1000.0,18410.0,1.0,1390.0,0.4,0.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,82.0,549.0,76.0,22.0,13.0,6.0,39.0,7.0,14.0,22.0,517.0,74.0,55.0,49.0,6.0,21.0,8.0,13.0,1.0,2.0,18.0,67.0,26.0,1.0,2.0,355.0,1900.0,72.0,13.0,13.0,3600.0,1838.0,13700.0,79.0,8.0,9.0,21600.0,9262.0,7.0,444.0,4.0
2426,2.0,0,6.0,0.0,0,0.0,0.81,1000.0,0.41,1.0,0.4,17.0,18.0,17.0,12080.0,18.0,258680.0,201.0,0.35,19990.0,1600.0,0.15,1850.0,0.4,14.0,18.0,14.0,18.0,0.0,1.0,3.0,3.0,1224780.0,2070.0,3.0,0.0,0.0,62150.0,0.0,82.0,550.0,74.0,17.0,9.0,5.0,25.0,2.0,10.0,17.0,501.0,73.0,38.0,35.0,4.0,11.0,4.0,7.0,1.0,1.0,12.0,43.0,11.0,1.0,1.0,358.0,2300.0,72.0,7.0,7.0,3000.0,1914.0,2500.0,74.0,4.0,4.0,6300.0,2325.0,8.0,604.0,8.0
2427,3.0,0,9.0,1.0,0,0.02,0.55,0.0,6.32,0.89,0.177,15.0,31.0,30.0,11480.0,17.0,82110.0,70.0,0.1,48260.0,1280.0,0.15,1300.0,0.5,10.0,22.0,10.0,22.0,2.0,0.0,2.0,2.0,8399.0,33000.0,12.0,0.0,1580.0,6000.0,0.0,83.0,622.0,61.0,5.0,2.0,3.0,6.0,1.0,2.0,3.0,593.0,71.0,6.0,5.0,0.0,4.0,1.0,3.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,174.0,1000.0,73.0,3.0,3.0,1200.0,900.0,7200.0,67.0,1.0,1.0,7200.0,7200.0,5.0,618.0,5.0
2428,3.0,0,6.0,1.0,1,0.0,0.58,1000.0,4.9,0.25,0.41600000000000004,18.0,45.0,13.0,2350.0,19.0,282360.0,168.0,0.35,41600.0,27990.0,0.2,2100.0,0.4,10.0,14.0,10.0,14.0,0.0,6.0,6.0,6.0,35250.0,2460.0,6.0,0.0,2460.0,16020.0,0.0,82.0,645.0,74.0,7.0,5.0,1.0,9.0,1.0,6.0,7.0,625.0,73.0,12.0,10.0,0.0,5.0,1.0,4.0,0.0,1.0,6.0,9.0,6.0,0.0,0.0,277.0,2100.0,76.0,4.0,4.0,2800.0,1375.0,5400.0,65.0,1.0,1.0,5400.0,5400.0,5.0,2328.0,5.0
